Extract_Date,Reported_Date,City,is_newyork,Population,Data_Source,New_Cases,mavg_7day_new_cases,new_cases_per_100K,mavg_7day_per_100k_new_cases,daily_temp,daily_humidity,mavg_7_temp,mavg_7_humidity,mavg_15_temp,mavg_15_humidity
2021-05-30,2020-03-20,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,4007,2419.0,21.31,12.86,12.33,83.17,8.299999999999999,58.59714285714285,8.547333333333333,55.52466666666667
2021-05-30,2020-03-21,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2638,2704.0,14.03,14.38,11.95,44.62,8.370000000000001,58.83857142857143,8.846666666666666,57.85266666666667
2021-05-30,2020-03-22,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2580,2925.0,13.72,15.56,4.13,36.67,8.617142857142857,60.43285714285714,9.3,55.681333333333335
2021-05-30,2020-03-23,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3570,3132.0,18.99,16.66,3.63,80.72,8.001428571428571,60.034285714285716,9.274666666666667,54.156666666666666
2021-05-30,2020-03-24,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,4500,3425.0,23.93,18.21,6.22,70.75,7.878571428571428,65.42285714285715,9.091333333333333,57.066
2021-05-30,2020-03-25,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,4874,3697.0,25.92,19.66,6.35,71.75,7.735714285714286,64.38142857142857,8.682666666666668,59.360666666666674
2021-05-30,2020-03-26,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,5046,3888.0,26.83,20.68,7.18,61.58,7.424285714285714,67.1557142857143,8.114666666666666,60.93
2021-05-30,2020-03-27,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,5117,4046.0,27.21,21.52,12.93,58.38,7.398571428571429,64.18,7.831999999999999,61.41
2021-05-30,2020-03-28,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3480,4167.0,18.51,22.16,9.76,59.32,7.484285714285713,60.63857142857143,8.187999999999999,61.187999999999995
2021-05-30,2020-03-29,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3560,4307.0,18.93,22.9,7.92,92.83,7.171428571428571,62.73857142857143,8.049333333333333,59.71066666666666
2021-05-30,2020-03-30,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,6130,4672.0,32.6,24.85,7.89,86.29,7.712857142857142,70.76142857142857,7.896,63.668666666666674
2021-05-30,2020-03-31,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,5458,4809.0,29.03,25.58,6.67,81.88,8.321428571428571,71.55714285714286,7.859333333333334,66.79066666666667
2021-05-30,2020-04-01,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,5448,4891.0,28.97,26.01,7.19,60.25,8.385714285714286,73.14714285714285,8.004666666666667,69.38266666666667
2021-05-30,2020-04-02,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,5747,4991.0,30.56,26.54,8.88,45.58,8.505714285714285,71.50428571428571,8.002666666666666,68.19666666666667
2021-05-30,2020-04-03,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,5669,5070.0,30.15,26.96,9.86,60.88,8.748571428571429,69.21857142857142,8.026,67.74666666666667
2021-05-30,2020-04-04,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3864,5125.0,20.55,27.26,10.71,72.04,8.31,69.57571428571428,8.192666666666666,66.31133333333334
2021-05-30,2020-04-05,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3781,5157.0,20.11,27.42,10.81,76.21,8.445714285714287,71.39285714285714,8.084666666666667,65.56933333333333
2021-05-30,2020-04-06,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,6354,5189.0,33.79,27.59,12.84,61.5,8.858571428571429,69.01857142857143,8.008666666666667,67.67533333333333
2021-05-30,2020-04-07,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,6042,5272.0,32.13,28.04,13.93,35.54,9.565714285714288,65.47714285714285,8.589333333333334,69.33066666666667
2021-05-30,2020-04-08,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,5578,5291.0,29.66,28.14,14.0,67.75,10.602857142857143,58.857142857142854,9.276000000000002,66.31866666666666
2021-05-30,2020-04-09,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,5072,5194.0,26.97,27.62,10.93,76.96,11.575714285714286,59.92857142857143,9.794666666666668,66.11866666666667
2021-05-30,2020-04-10,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,4510,5029.0,23.98,26.74,6.9,53.54,11.86857142857143,64.41142857142857,10.1,66.466
2021-05-30,2020-04-11,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3733,5010.0,19.85,26.64,7.62,39.04,11.445714285714287,63.362857142857145,10.081333333333333,65.93
2021-05-30,2020-04-12,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2887,4882.0,15.35,25.96,10.67,48.96,11.004285714285714,58.64857142857142,9.727333333333332,64.64066666666666
2021-05-30,2020-04-13,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3312,4448.0,17.61,23.65,14.32,88.31,10.984285714285715,54.75571428571429,9.788,63.95
2021-05-30,2020-04-14,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,4144,4177.0,22.04,22.21,12.49,49.67,11.195714285714287,58.58571428571429,10.214666666666666,63.64866666666667
2021-05-30,2020-04-15,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3875,3933.0,20.61,20.92,8.79,44.67,10.99,60.604285714285716,10.521333333333333,61.20733333333333
2021-05-30,2020-04-16,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3531,3713.0,18.78,19.75,7.69,39.0,10.245714285714286,57.30714285714286,10.662666666666667,58.72666666666667
2021-05-30,2020-04-17,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3584,3581.0,19.06,19.04,5.62,48.58,9.782857142857143,51.884285714285724,10.696,57.309999999999995
2021-05-30,2020-04-18,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2172,3358.0,11.55,17.86,6.64,82.36,9.6,51.175714285714285,10.478666666666667,57.51
2021-05-30,2020-04-19,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2345,3280.0,12.47,17.45,9.08,51.79,9.459999999999999,57.36428571428572,10.264000000000001,58.942
2021-05-30,2020-04-20,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3792,3349.0,20.17,17.81,11.78,46.96,9.232857142857142,57.76857142857143,10.155333333333335,57.592
2021-05-30,2020-04-21,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3063,3195.0,16.29,16.99,10.2,66.56,8.870000000000001,51.86142857142857,10.22,55.642
2021-05-30,2020-04-22,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3447,3133.0,18.33,16.66,6.25,37.42,8.542857142857143,54.27428571428571,10.044,55.97933333333333
2021-05-30,2020-04-23,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2841,3035.0,15.11,16.14,6.89,37.79,8.18,53.23857142857143,9.532,56.10466666666667
2021-05-30,2020-04-24,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2535,2885.0,13.48,15.34,7.35,85.29,8.065714285714284,53.065714285714286,9.057999999999998,54.10733333333334
2021-05-30,2020-04-25,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1595,2803.0,8.48,14.9,10.68,70.42,8.312857142857142,58.309999999999995,8.819333333333333,54.66266666666666
2021-05-30,2020-04-26,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1003,2611.0,5.33,13.88,9.08,75.74,8.889999999999999,56.60428571428571,9.071333333333333,55.788000000000004
2021-05-30,2020-04-27,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2289,2396.0,12.17,12.74,6.84,78.69,8.889999999999999,60.02571428571429,9.168666666666667,58.23466666666666
2021-05-30,2020-04-28,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2727,2348.0,14.5,12.49,10.25,57.79,8.184285714285714,64.55857142857143,8.913333333333332,60.21666666666667
2021-05-30,2020-04-29,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2340,2190.0,12.44,11.64,10.78,74.04,8.191428571428572,63.305714285714295,8.642,58.182
2021-05-30,2020-04-30,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2022,2073.0,10.75,11.02,11.9,84.81,8.838571428571429,68.53714285714285,8.527999999999999,59.806666666666665
2021-05-30,2020-05-01,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1887,1980.0,10.04,10.53,13.85,88.7,9.554285714285713,75.25428571428571,8.735333333333333,62.48266666666667
2021-05-30,2020-05-02,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1058,1904.0,5.63,10.12,16.6,47.75,10.482857142857142,75.74142857142859,9.145999999999999,65.796
2021-05-30,2020-05-03,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,787,1873.0,4.19,9.96,18.88,55.46,11.328571428571427,72.50285714285715,9.877999999999998,65.74066666666667
2021-05-30,2020-05-04,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1550,1767.0,8.24,9.4,18.86,45.0,12.728571428571428,69.60571428571428,10.693999999999999,63.94733333333333
2021-05-30,2020-05-05,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1513,1594.0,8.05,8.48,11.8,39.54,14.445714285714287,64.79285714285714,11.346,63.494666666666674
2021-05-30,2020-05-06,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1398,1459.0,7.43,7.76,10.57,59.29,14.667142857142858,62.18571428571429,11.347333333333331,63.0
2021-05-30,2020-05-07,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1239,1347.0,6.59,7.17,12.03,54.04,14.637142857142857,60.07857142857142,11.371999999999998,62.51533333333334
2021-05-30,2020-05-08,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1080,1232.0,5.74,6.55,11.26,48.79,14.655714285714286,55.682857142857145,11.757333333333332,63.62333333333333
2021-05-30,2020-05-09,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,657,1175.0,3.49,6.25,5.15,58.58,14.285714285714286,49.98142857142857,12.048666666666668,64.35666666666667
2021-05-30,2020-05-10,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,457,1128.0,2.43,6.0,9.42,44.42,12.65,51.528571428571425,11.902,62.576
2021-05-30,2020-05-11,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1231,1082.0,6.55,5.75,12.26,59.88,11.298571428571426,49.95142857142857,11.818000000000001,60.842666666666666
2021-05-30,2020-05-12,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1285,1050.0,6.83,5.58,10.31,44.58,10.355714285714285,52.07714285714286,12.03,59.78533333333334
2021-05-30,2020-05-13,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1334,1040.0,7.09,5.53,11.29,36.33,10.142857142857142,52.79714285714285,12.261333333333333,57.51133333333334
2021-05-30,2020-05-14,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1110,1022.0,5.9,5.43,13.29,49.38,10.245714285714286,49.51714285714286,12.330666666666666,56.080666666666666
2021-05-30,2020-05-15,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,873,992.0,4.64,5.28,20.42,64.29,10.425714285714287,48.85142857142857,12.498,54.43666666666666
2021-05-30,2020-05-16,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,485,968.0,2.58,5.15,21.88,57.04,11.734285714285715,51.065714285714286,13.065999999999999,53.068666666666665
2021-05-30,2020-05-17,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,360,954.0,1.91,5.07,16.0,58.54,14.124285714285715,50.84571428571429,13.601333333333333,50.958
2021-05-30,2020-05-18,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,895,906.0,4.76,4.82,15.34,61.62,15.064285714285715,52.86285714285714,13.561333333333332,51.67733333333333
2021-05-30,2020-05-19,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1003,866.0,5.33,4.6,15.82,51.0,15.504285714285714,53.11142857142857,13.325333333333333,52.087999999999994
2021-05-30,2020-05-20,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1077,829.0,5.73,4.41,13.64,47.46,16.291428571428572,54.028571428571425,13.122666666666666,52.48799999999999
2021-05-30,2020-05-21,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1069,823.0,5.68,4.38,12.87,60.62,16.627142857142857,55.618571428571435,13.245333333333333,53.016
2021-05-30,2020-05-22,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1037,847.0,5.51,4.5,16.64,74.44,16.56714285714286,57.22428571428571,13.398666666666667,53.10466666666667
2021-05-30,2020-05-23,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,456,842.0,2.43,4.48,17.19,91.86,16.027142857142856,58.674285714285716,13.706,54.46466666666666
2021-05-30,2020-05-24,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,467,858.0,2.48,4.56,14.67,65.12,15.357142857142858,63.64857142857142,14.101333333333333,57.336
2021-05-30,2020-05-25,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,465,796.0,2.47,4.23,16.24,75.71,15.167142857142858,64.58857142857143,14.735999999999999,57.772000000000006
2021-05-30,2020-05-26,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1053,803.0,5.6,4.27,18.04,81.88,15.295714285714284,66.60142857142857,15.190666666666667,59.858
2021-05-30,2020-05-27,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,744,756.0,3.96,4.02,18.79,80.5,15.612857142857143,71.01285714285714,15.576,61.324666666666666
2021-05-30,2020-05-28,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,646,695.0,3.44,3.7,19.75,86.54,16.34857142857143,75.73285714285714,16.141333333333332,63.71933333333333
2021-05-30,2020-05-29,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,642,639.0,3.41,3.4,22.15,82.29,17.33142857142857,79.4357142857143,16.705333333333332,67.06666666666666
2021-05-30,2020-05-30,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,348,624.0,1.85,3.32,22.93,65.38,18.11857142857143,80.55714285714285,17.296,69.26066666666667
2021-05-30,2020-05-31,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,230,590.0,1.22,3.14,19.1,42.17,18.93857142857143,76.77428571428572,17.46333333333333,69.33333333333333
2021-05-30,2020-06-01,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,686,621.0,3.65,3.3,16.04,40.38,19.571428571428573,73.49571428571429,17.278000000000002,68.342
2021-05-30,2020-06-02,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,572,553.0,3.04,2.94,18.56,47.25,19.54285714285714,68.44857142857143,17.28066666666667,67.13133333333333
2021-05-30,2020-06-03,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,514,520.0,2.73,2.76,20.53,70.73,19.617142857142856,63.50142857142857,17.495333333333335,66.17333333333333
2021-05-30,2020-06-04,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,523,502.0,2.78,2.67,23.69,70.21,19.865714285714287,62.105714285714285,17.80933333333333,67.48866666666667
2021-05-30,2020-06-05,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,403,468.0,2.14,2.49,22.86,79.64,20.428571428571427,59.77285714285715,18.479333333333333,69.00533333333333
2021-05-30,2020-06-06,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,247,454.0,1.31,2.41,24.5,80.4,20.53,59.394285714285715,19.145333333333333,70.27333333333333
2021-05-30,2020-06-07,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,197,449.0,1.05,2.39,22.34,42.96,20.754285714285714,61.54,19.669333333333334,70.67066666666666
2021-05-30,2020-06-08,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,450,415.0,2.39,2.21,21.09,42.75,21.217142857142857,61.652857142857144,20.012666666666668,67.41066666666667
2021-05-30,2020-06-09,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,421,394.0,2.24,2.09,23.99,52.79,21.93857142857143,61.99142857142857,20.44066666666667,65.91933333333333
2021-05-30,2020-06-10,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,365,372.0,1.94,1.98,25.38,62.21,22.714285714285715,62.78285714285715,20.95733333333333,64.39133333333334
2021-05-30,2020-06-11,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,365,350.0,1.94,1.86,23.78,81.63,23.407142857142855,61.565714285714286,21.44666666666667,63.08
2021-05-30,2020-06-12,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,410,351.0,2.18,1.86,24.78,63.62,23.419999999999998,63.19714285714286,21.779333333333334,63.15533333333333
2021-05-30,2020-06-13,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,196,343.0,1.04,1.83,21.16,44.25,23.694285714285712,60.90857142857143,22.11466666666667,61.62733333333333
2021-05-30,2020-06-14,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,180,341.0,0.96,1.81,17.75,47.21,23.217142857142854,55.744285714285716,22.04866666666667,59.091333333333324
2021-05-30,2020-06-15,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,381,331.0,2.03,1.76,19.01,59.46,22.561428571428568,56.35142857142857,21.703333333333333,57.88
2021-05-30,2020-06-16,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,420,331.0,2.23,1.76,19.57,59.79,22.264285714285712,58.73857142857143,21.697333333333333,59.032666666666664
2021-05-30,2020-06-17,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,356,330.0,1.89,1.75,20.13,65.17,21.632857142857144,59.738571428571426,21.932666666666663,60.32666666666667
2021-05-30,2020-06-18,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,378,332.0,2.01,1.76,20.51,82.33,20.882857142857144,60.16142857142857,22.037333333333333,61.52133333333333
2021-05-30,2020-06-19,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,362,325.0,1.93,1.73,22.07,78.96,20.41571428571429,60.26142857142857,22.036,62.294666666666664
2021-05-30,2020-06-20,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,203,326.0,1.08,1.73,24.01,71.67,20.028571428571432,62.452857142857134,21.928,62.87800000000001
2021-05-30,2020-06-21,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,172,325.0,0.91,1.73,24.48,71.12,20.435714285714287,66.36999999999999,22.004666666666665,62.346666666666664
2021-05-30,2020-06-22,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,402,328.0,2.14,1.74,26.32,68.12,21.397142857142857,69.78571428571429,22.003333333333334,61.727999999999994
2021-05-30,2020-06-23,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,382,322.0,2.03,1.71,26.12,69.38,22.44142857142857,71.02285714285713,22.268666666666668,63.40533333333334
2021-05-30,2020-06-24,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,381,326.0,2.03,1.73,26.12,66.0,23.377142857142854,72.39285714285714,22.604,65.18066666666667
2021-05-30,2020-06-25,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,299,314.0,1.59,1.67,25.58,49.88,24.232857142857142,72.51142857142857,22.746000000000002,66.06133333333334
2021-05-30,2020-06-26,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,316,308.0,1.68,1.64,25.04,60.33,24.957142857142856,67.87571428571428,22.759333333333338,65.23933333333333
2021-05-30,2020-06-27,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,206,308.0,1.1,1.64,24.64,65.67,25.381428571428575,65.21428571428571,22.84333333333333,63.81933333333334
2021-05-30,2020-06-28,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,202,313.0,1.07,1.66,26.19,75.76,25.471428571428568,64.35714285714286,22.834000000000003,63.956
2021-05-30,2020-06-29,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,437,318.0,2.32,1.69,25.4,68.12,25.715714285714284,65.02000000000001,23.169333333333334,66.05666666666667
