Extract_Date,Reported_Date,City,is_newyork,Population,Data_Source,New_Cases,mavg_7day_new_cases,new_cases_per_100K,mavg_7day_per_100k_new_cases
2021-05-30,2020-04-07,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,504,339.0,4.25,2.86
2021-05-30,2020-04-08,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,689,361.29,5.8,3.04
2021-05-30,2020-04-09,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,530,380.29,4.47,3.21
2021-05-30,2020-04-10,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,505,397.14,4.25,3.35
2021-05-30,2020-04-11,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,149,376.43,1.26,3.17
2021-05-30,2020-04-12,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,221,391.43,1.86,3.3
2021-05-30,2020-04-13,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,66,380.57,0.56,3.21
2021-05-30,2020-04-14,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,287,349.57,2.42,2.95
2021-05-30,2020-04-15,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,1059,402.43,8.92,3.39
2021-05-30,2020-04-16,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,144,347.29,1.21,2.93
2021-05-30,2020-04-17,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,836,394.57,7.04,3.32
2021-05-30,2020-04-18,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,684,471.0,5.76,3.97
2021-05-30,2020-04-19,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,240,473.71,2.02,3.99
2021-05-30,2020-04-20,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,147,485.29,1.24,4.09
2021-05-30,2020-04-21,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,527,519.57,4.44,4.38
2021-05-30,2020-04-22,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,349,418.14,2.94,3.52
2021-05-30,2020-04-23,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,534,473.86,4.5,3.99
2021-05-30,2020-04-24,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,575,436.57,4.84,3.68
2021-05-30,2020-04-25,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,1298,524.29,10.94,4.42
2021-05-30,2020-04-26,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,415,549.29,3.5,4.63
2021-05-30,2020-04-27,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,476,596.29,4.01,5.02
2021-05-30,2020-04-28,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,1408,722.14,11.86,6.08
2021-05-30,2020-04-29,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,1241,849.57,10.46,7.16
2021-05-30,2020-04-30,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,1511,989.14,12.73,8.33
2021-05-30,2020-05-01,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,938,1041.0,7.9,8.77
2021-05-30,2020-05-02,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,407,913.71,3.43,7.7
2021-05-30,2020-05-03,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,328,901.29,2.76,7.59
2021-05-30,2020-05-04,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,251,869.14,2.11,7.32
2021-05-30,2020-05-05,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,1067,820.43,8.99,6.91
2021-05-30,2020-05-06,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,2047,935.57,17.25,7.88
2021-05-30,2020-05-07,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,1086,874.86,9.15,7.37
2021-05-30,2020-05-08,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,1094,897.14,9.22,7.56
2021-05-30,2020-05-09,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,1420,1041.86,11.96,8.78
2021-05-30,2020-05-10,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,520,1069.29,4.38,9.01
2021-05-30,2020-05-11,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,464,1099.71,3.91,9.27
2021-05-30,2020-05-12,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,911,1077.43,7.68,9.08
2021-05-30,2020-05-13,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,1720,1030.71,14.49,8.68
2021-05-30,2020-05-14,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,1471,1085.71,12.39,9.15
2021-05-30,2020-05-15,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,2119,1232.14,17.85,10.38
2021-05-30,2020-05-16,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,1437,1234.57,12.11,10.4
2021-05-30,2020-05-17,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,502,1232.0,4.23,10.38
2021-05-30,2020-05-18,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,257,1202.43,2.17,10.13
2021-05-30,2020-05-19,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,1452,1279.71,12.23,10.78
2021-05-30,2020-05-20,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,1826,1294.86,15.38,10.91
2021-05-30,2020-05-21,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,1985,1368.29,16.72,11.53
2021-05-30,2020-05-22,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,1522,1283.0,12.82,10.81
2021-05-30,2020-05-23,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,1914,1351.14,16.13,11.38
2021-05-30,2020-05-24,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,640,1370.86,5.39,11.55
2021-05-30,2020-05-25,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,677,1430.86,5.7,12.05
2021-05-30,2020-05-26,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,1350,1416.29,11.37,11.93
2021-05-30,2020-05-27,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,1710,1399.71,14.41,11.79
2021-05-30,2020-05-28,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,3455,1609.71,29.11,13.56
2021-05-30,2020-05-29,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,3022,1824.0,25.46,15.37
2021-05-30,2020-05-30,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,2878,1961.71,24.25,16.53
2021-05-30,2020-05-31,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,1512,2086.29,12.74,17.58
2021-05-30,2020-06-01,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,995,2131.71,8.38,17.96
2021-05-30,2020-06-02,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,3317,2412.71,27.95,20.33
2021-05-30,2020-06-03,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,2334,2501.86,19.66,21.08
2021-05-30,2020-06-04,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,2570,2375.43,21.65,20.01
2021-05-30,2020-06-05,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,2106,2244.57,17.74,18.91
2021-05-30,2020-06-06,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,2408,2177.43,20.29,18.34
2021-05-30,2020-06-07,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,935,2095.0,7.88,17.65
2021-05-30,2020-06-08,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,903,2081.86,7.61,17.54
2021-05-30,2020-06-09,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,2327,1940.43,19.6,16.35
2021-05-30,2020-06-10,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,2431,1954.29,20.48,16.46
2021-05-30,2020-06-11,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,2619,1961.29,22.06,16.52
2021-05-30,2020-06-12,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,2546,2024.14,21.45,17.05
2021-05-30,2020-06-13,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,2403,2023.43,20.24,17.05
2021-05-30,2020-06-14,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,3173,2343.14,26.73,19.74
2021-05-30,2020-06-15,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,2250,2535.57,18.96,21.36
2021-05-30,2020-06-16,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,4228,2807.14,35.62,23.65
2021-05-30,2020-06-17,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,456,2525.0,3.84,21.27
2021-05-30,2020-06-18,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,398,2207.71,3.35,18.6
2021-05-30,2020-06-19,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,6877,2826.43,57.94,23.81
2021-05-30,2020-06-20,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,184,2509.43,1.55,21.14
2021-05-30,2020-06-21,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,949,2191.71,8.0,18.47
2021-05-30,2020-06-22,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,1191,2040.43,10.03,17.19
2021-05-30,2020-06-23,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,2483,1791.14,20.92,15.09
2021-05-30,2020-06-24,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,3047,2161.29,25.67,18.21
2021-05-30,2020-06-25,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,4050,2683.0,34.12,22.6
2021-05-30,2020-06-26,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,3852,2250.86,32.45,18.96
2021-05-30,2020-06-27,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,1596,2452.57,13.45,20.66
2021-05-30,2020-06-28,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,1346,2509.29,11.34,21.14
2021-05-30,2020-06-29,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,907,2468.71,7.64,20.8
2021-05-30,2020-06-30,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,2107,2415.0,17.75,20.35
2021-05-30,2020-07-01,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,2209,2295.29,18.61,19.34
2021-05-30,2020-07-02,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,5656,2524.71,47.65,21.27
2021-05-30,2020-07-03,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,2090,2273.0,17.61,19.15
2021-05-30,2020-07-04,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,688,2143.29,5.8,18.06
2021-05-30,2020-07-05,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,2109,2252.29,17.77,18.98
2021-05-30,2020-07-06,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,360,2174.14,3.03,18.32
2021-05-30,2020-07-07,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,2271,2197.57,19.13,18.51
2021-05-30,2020-07-08,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,2071,2177.86,17.45,18.35
2021-05-30,2020-07-09,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,2166,1679.29,18.25,14.15
2021-05-30,2020-07-10,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,2692,1765.29,22.68,14.87
2021-05-30,2020-07-11,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,1934,1943.29,16.29,16.37
2021-05-30,2020-07-12,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,1441,1847.86,12.14,15.57
2021-05-30,2020-07-13,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,1207,1968.86,10.17,16.59
2021-05-30,2020-07-14,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,4789,2328.57,40.35,19.62
2021-05-30,2020-07-15,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,1524,2250.43,12.84,18.96
2021-05-30,2020-07-16,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,1916,2214.71,16.14,18.66
2021-05-30,2020-07-17,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,1382,2027.57,11.64,17.08
2021-05-30,2020-07-18,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,1470,1961.29,12.38,16.52
2021-05-30,2020-07-19,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,979,1895.29,8.25,15.97
2021-05-30,2020-07-20,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,275,1762.14,2.32,14.85
2021-05-30,2020-07-21,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,1453,1285.57,12.24,10.83
2021-05-30,2020-07-22,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,3318,1541.86,27.95,12.99
2021-05-30,2020-07-23,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,2591,1638.29,21.83,13.8
2021-05-30,2020-07-24,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,2480,1795.14,20.89,15.12
2021-05-30,2020-07-25,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,2925,2003.0,24.64,16.87
2021-05-30,2020-07-26,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,662,1957.71,5.58,16.49
2021-05-30,2020-07-27,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,2250,2239.86,18.96,18.87
2021-05-30,2020-07-28,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,3681,2558.14,31.01,21.55
2021-05-30,2020-07-29,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,3119,2529.71,26.28,21.31
2021-05-30,2020-07-30,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,4857,2853.43,40.92,24.04
2021-05-30,2020-07-31,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,3876,3052.86,32.65,25.72
2021-05-30,2020-08-01,Sao Paulo,0,11869660,https://raw.githubusercontent.com/seade-R/dados-covid-sp/master/data/dados_covid_sp.csv,2114,2937.0,17.81,24.74
